"UKey","LatinName","SwedishName","FungiData","ExportFileUKey","CompletedBy","HasPic","PicCount","Signature","FungiGroup","Difficulty","FoodValue1","CookingRequired","FoodValue2","HatFungi","HatSubType","HatSubColor","HatSubGrowth","HatSubDensity","ScaledHat","DottedHat","LinedHat","GroupedGrowth","FootRing","GrowthMethod","Habitat","BodyColor","BodySizeMinimum","BodySizeMaximum","BodyHeightMinimum","BodyHeightMaximum","FootColor","FootSizeMinimum","FootSizeMaximum","MeatColor","VisibleMeatJuice","MeatJuiceColor","SporeColor","SporeWidthMin","SporeWidthMax","SporeHeightMin","SporeHeightMax","SporeProps","SporeNote","Occurence","Season","Smell","Taste","CreatedBy","Timestamp"
"020AAAIFQRBSWWWTQC","Cortinarius fulvocitrinus","Brunskivig citronspindelskivling","UNCP","","","False","0","BNSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUPVU"
"020AAAIFQRBSWWIKIP","Cortinarius furvolæsus","Svartfläckig spindelskivling","UNCP","","","False","0","SASPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUPWK"
"020AAAIFQRBSWWGHRE","Cortinarius fuscoperonatus","Sotbandad spindelskivling","UNCP","","","False","0","SBSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUPYE"
"020AAAIFQRBSWWUNNO","Cortinarius glandicolor","Toppig umbraspindelskivling","UNCP","","","False","0","TISPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUPZZ"
"020AAAIFQRBSXLETLA","Cortinarius grallipes","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQCZ"
"020AAAIFQRBSXLWYUC","Cortinarius helobius","Pionjärspindelskivling","UNCP","","","False","0","PNSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQDP"
"020AAAIFQRBSXLMFZS","Cortinarius heterocyclus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQHF"
"020AAAIFQRBSXLKWGZ","Cortinarius holophaeus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQIK"
"020AAAIFQRBSXLUWON","Cortinarius humicola","Fjällig spindelskivling","UNCP","","","False","0","FÄSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQJA"
"020AAAIFQRBSXLCOSK","Cortinarius iliopodius","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQKV"
"020AAAIFQRBSXLXLHM","Cortinarius imbutus","Källarspindelskivling","UNCP","","","False","0","KÄSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQKV"
"020AAAIFQRBSXLPEEY","Cortinarius impennis","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQMA"
"020AAAIFQRBSXLQFPX","Cortinarius inexpectatus","Oväntad spindelskivling","UNCP","","","False","0","OVSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQMP"
"020AAAIFQRBSXLXEIO","Cortinarius ionophyllus","Rutspindelskivling","UNCP","","","False","0","RTSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQPQ"
"020AAAIFQRBSXLNVNJ","Cortinarius ionosmus","Violdoftande spindelskivling","UNCP","","","False","0","VFSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQQV"
"020AAAIFQRBSYBTXNE","Cortinarius irregularis","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQSA"
"020AAAIFQRBSYQJMCN","Cortinarius jubarinus s.str.","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQSQ"
"020AAAIFQRBSYQEGQS","Cortinarius junghuhnii","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQSQ"
"020AAAIFQRBSYQTCPY","Cortinarius laetus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQTF"
"020AAAIFQRBSYQKDXP","Cortinarius lamoureae","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQTF"
"020AAAIFQRBSYQPUWU","Cortinarius lanatus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQTV"
"020AAAIFQRBSYQHZOZ","Cortinarius langei","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQTV"
"020AAAIFQRBSYQTHFC","Cortinarius lepidopus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQWF"
"020AAAIFQRBSYQQCHH","Cortinarius leucophanes","Gräddspindelskivling","UNCP","","","False","0","GÄSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQWV"
"020AAAIFQRBSYQCVPT","Cortinarius lilacinopusillus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQXL"
"020AAAIFQRBSYQFUWO","Cortinarius lividoochraceus","Rynkspindelskivling","UNCP","","","False","0","RYSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQYQ"
"020AAAIFQRBSYQVMGH","Cortinarius lividoviolaceus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUQZV"
"020AAAIFQRBSYQGRYM","Cortinarius lux-nymphae","Sprickspindelskivling","UNCP","","","False","0","SCSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZURBA"
"020AAAIFQRBSYQFFMY","Cortinarius magicus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZURCG"
"020AAAIFQRBSYQUZDB","Cortinarius malachius","Malvaspindelskivling","UNCP","","","False","0","MLSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZURCV"
"020AAAIFQRBSYQWOBO","Cortinarius malicorius","Grönköttig spindelskivling","UNCP","","","False","0","GKSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUREB"
"020AAAIFQRBSZGDDXP","Cortinarius melleopallens","Honungsblek spindelskivling","UNCP","","","False","0","HOSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZURIG"
"020AAAIFQRBSZGZJWB","Cortinarius microspermus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZURJL"
"020AAAIFQRBSZGQRIG","Cortinarius mucifluus","Tallspindelskivling","UNCP","","","False","0","TASPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZURJL"
"020AAAIFQRBSZGSAMM","Cortinarius mucosus","Hedspindelskivling","CPLD","","060AAAAAAAAAAAAAAA","False","0","HESPS","Spindelskivlingar","1","2","1","2","0","0","5339801|2970508|","01100","1","3","3","2","3","2","100000","110000000000000","128|8454143|","40","100","","","15922164|2970508|","10","25","16777215|","3","","2970508|","6","8","12","16","000000100100000000","","22233332","000000029410","Mild","Mild","","AAAAAAAMNDZURLG"
"020AAAIFQRBSZGSVII","Cortinarius multiformis","Lökspindelskivling","UNCP","","","False","0","LKSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZURLW"
"020AAAIFQRBSZGCYNK","Cortinarius napus","Rovspindelskivling","CPLD","","060AAAAAAAAAAAAAAA","False","0","RVSPS","Spindelskivlingar","3","2","1","2","0","0","11596285|4824534|","01100","0","3","3","3","3","3","100000","000100000000000","16512|2071776|","60","120","","","16777215|","15","25","16777215|","3","","3371718|","7","9","12","14","000000100100000000","","22222222","000000029510","Mild","Mild","","AAAAAAAMNDZURQB"
"020AAAIFQRBSZWAEHD","Cortinarius niveoglobosus","Snöbollsspindelskivling","UNCP","","","False","0","SNSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZURSM"
"020AAAIFQRBSZWARDB","Cortinarius norrlandicus","Norrlandsspindelskivling","UNCP","","","False","0","NOSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZURTR"
"020AAAIFQRBSZWOOQX","Cortinarius norvegicus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZURUW"
"020AAAIFQRBSZWRUBB","Cortinarius obtusus","Jodoformspindelskivling","UNCP","","","False","0","JOSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZURVM"
"020AAAIFQRBSZWBGMC","Cortinarius ochroleucus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZURWR"
"020AAAIFQRBSZWJNBX","Cortinarius ochrophyllus","Ockraspindelskivling","UNCP","","","False","0","OCSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZURWR"
"020AAAIFQRBSZWLXEU","Cortinarius odhinnii","Glödspindelskivling","UNCP","","","False","0","GDSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZURXW"
"020AAAIFQRBSZWVXFS","Cortinarius odoratus","Blomspindelskivling","UNCP","","","False","0","BMSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZURZB"
"020AAAIFQRBTBBVHXH","Cortinarius paleaceus","Pelargonspindelskivling","CPLD","","060AAAAAAAAAAAAAAA","True","3","PLSPS","Spindelskivlingar","1","2","1","2","0","0","1982647|5735846|","01100","0","1","2","2","2","1","100000","110000000000000","1848949|1982647|16777215|","20","40","","","987010|16777215|","2","10","5735846|5924785|","3","","1537232|","4","5","7","9","001000000100000000","","33333333","000000149421","Pelargonia","Mild","","AAAAAAAMNDZUSHM"
"020AAAIFQRBTBBNVFN","Cortinarius panglolus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSJH"
"020AAAIFQRBTBBZBTU","Cortinarius paragaudis","Tegelbandspindelskivling","UNCP","","","False","0","TGSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSLS"
"020AAAIFQRBTBBZXGR","Cortinarius parevernius","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSMX"
"020AAAIFQRBTBBBTFU","Cortinarius parvannulatus","Kragspindelskivling","UNCP","","","False","0","KGSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSNM"
"020AAAIFQRBTBBFQCL","Cortinarius parvus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSOC"
"020AAAIFQRBTBBJHRQ","Cortinarius patibilis","Brunfläckig spindelskivling","UNCP","","","False","0","BÄSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSOS"
"020AAAIFQRBTBBKOVA","Cortinarius pauperculus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSPX"
"020AAAIFQRBTBBLKUO","Cortinarius pearsonii","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSPX"
"020AAAIFQRBTBBEJDW","Cortinarius phaeopygmaeus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSRC"
"020AAAIFQRBTBRCDPJ","Cortinarius pilatii","Barrfjunspindelskivling","UNCP","","","False","0","BGSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSUS"
"020AAAIFQRBTBRUIGC","Cortinarius pini","Jämtlandsspindelskivling","UNCP","","","False","0","JÄSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSVI"
"020AAAIFQRBTBRIGYD","Cortinarius pinophilus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSWN"
"020AAAIFQRBTBRVRCF","Cortinarius pluviorum","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSWN"
"020AAAIFQRBTBRZCVW","Cortinarius pluvius","Liten gallspindelskivling","UNCP","","","False","0","LTSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSXC"
"020AAAIFQRBTBRQVDE","Cortinarius polaris","Polarspindelskivling","UNCP","","","False","0","PASPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSYI"
"020AAAIFQRBTBRNUFW","Cortinarius polymorphus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSZN"
"020AAAIFQRBTBROOHB","Cortinarius populinus","Poppelspindelskivling","UNCP","","","False","0","PPSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUSZN"
"020AAAIFQRBTBRDCJO","Cortinarius porphyropus","Anilinspindelskivling","UNCP","","","False","0","ALSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTAS"
"020AAAIFQRBTCGJERZ","Cortinarius praestigiosus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTDD"
"020AAAIFQRBTCGQNHI","Cortinarius prasinocyaneus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTDS"
"020AAAIFQRBTCGWQYO","Cortinarius prasinus","Grönkantad spindelskivling","UNCP","","","False","0","GTSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTEI"
"020AAAIFQRBTCGMELR","Cortinarius privignoides","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTEY"
"020AAAIFQRBTCGFEYY","Cortinarius psammocephalus","Mindre tovspindelskivling","UNCP","","","False","0","MISPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTFN"
"020AAAIFQRBTCGEQSK","Cortinarius pseudocandelaris","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTGD"
"020AAAIFQRBTCGWJTT","Cortinarius pseudoglaucopus","Violettrandad spindelskivling","UNCP","","","False","0","VRSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTGS"
"020AAAIFQRBTCGJESG","Cortinarius pumilus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTJT"
"020AAAIFQRBTCWPWVW","Cortinarius pusillus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTKY"
"020AAAIFQRBTCWLYUI","Cortinarius quarciticus","Kvartsspindelskivling","UNCP","","","False","0","KVSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTLN"
"020AAAIFQRBTCWUJEO","Cortinarius quercilicis","Steneksspindelskivling","UNCP","","","False","0","SKSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTMT"
"020AAAIFQRBTCWZUCJ","Cortinarius raphanoides","Rättikspindelskivling","UNCP","","","False","0","RÄSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTNY"
"020AAAIFQRBTCWGXUQ","Cortinarius renidens","Glansspindelskivling","UNCP","","","False","0","GSSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTPT"
"020AAAIFQRBTDLKAWY","Cortinarius rheubarbarinus","Muskotspindelskivling","UNCP","","","False","0","MSSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTQI"
"020AAAIFQRBTDLXCWO","Cortinarius rickenianus","Lilaflammig spindelskivling","UNCP","","","False","0","LLSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTRO"
"020AAAIFQRBTDLAQZK","Cortinarius riederi","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTST"
"020AAAIFQRBTDLPKTI","Cortinarius rigens","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTTJ"
"020AAAIFQRBTDLPULP","Cortinarius russus","Rostspindelskivling","UNCP","","","False","0","RPSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUTYT"
"020AAAIFQRBTERCOIS","Cortinarius scaurus","Myrspindelskivling","UNCP","","","False","0","MYSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUUFZ"
"020AAAIFQRBTERHHOW","Cortinarius scutulatus","Lila rättikspindelskivling","UNCP","","","False","0","LASPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUUHE"
"020AAAIFQRBTERLFZP","Cortinarius semivestitus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUUKE"
"020AAAIFQRBTFGWCJN","Cortinarius sertipes","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUULZ"
"020AAAIFQRBTFGSOFC","Cortinarius spadicellus","Råttspindelskivling","UNCP","","","False","0","RÅSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUUQE"
"020AAAIFQRBTFGNKKO","Cortinarius spadiceus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUURZ"
"020AAAIFQRBTFGNJLP","Cortinarius spectabilis","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUURZ"
"020AAAIFQRBTFWZBVA","Cortinarius suaveolens","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUUWF"
"020AAAIFQRBTFWDJKQ","Cortinarius subbalaustinus","Kläppspindelskivling","UNCP","","","False","0","KLSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUUWF"
"020AAAIFQRBTFWZEYC","Cortinarius subcompactus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUUXK"
"020AAAIFQRBTFWKVWD","Cortinarius subferrugineus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUUXZ"
"020AAAIFQRBTFWJPTY","Cortinarius subporphyropus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUUYP"
"020AAAIFQRBTFWWTYN","Cortinarius subtortus","Doftspindelskivling","UNCP","","","False","0","DOSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUUYP"
"020AAAIFQRBTFWDIXQ","Cortinarius suillus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUVAK"
"020AAAIFQRBTFWUQTE","Cortinarius tabularis","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUVCF"
"020AAAIFQRBTGMOBMW","Cortinarius talus","Halmspindelskivling","CPLD","","060AAAAAAAAAAAAAAA","False","0","HLSPS","Spindelskivlingar","1","2","1","2","0","0","10735838|1801688|","01001","0","3","3","2","3","3","100000","000000111000000","11853041|4037314|","40","80","","","16777215|12582911|","10","15","15400959|","3","","3437472|","5","6","9","10","000000100100000000","","33333333","000000029410","Honung","Mild","","AAAAAAAMNDZUVCF"
"020AAAIFQRBTGMFKLH","Cortinarius tofaceus","Kromspindelskivling","UNCP","","","False","0","KMSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUVGK"
"020AAAIFQRBTGMELEJ","Cortinarius tortuosus","Vridspindelskivling","UNCP","","","False","0","VPSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUVHP"
"020AAAIFQRBTHBJMLU","Cortinarius transiens","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUVLF"
"020AAAIFQRBTHBEXRR","Cortinarius triformis","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUVLV"
"020AAAIFQRBTHBJRZS","Cortinarius trossingenensis","Kulspindelskivling","UNCP","","","False","0","KDSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUVPL"
"020AAAIFQRBTHBKSIY","Cortinarius tubarius","Kärrspindelskivling","UNCP","","","False","0","ÄRSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUVQQ"
"020AAAIFQRBTHBPTGW","Cortinarius turgidus","Silkesspindelskivling","UNCP","","","False","0","ILSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUVRV"
"020AAAIFQRBTHRLIQN","Cortinarius turmalis","Tuvspindelskivling","CPLD","","060AAAAAAAAAAAAAAA","True","2","TUSPS","Spindelskivlingar","2","2","1","2","0","0","10742524|12642042|","01100","1","3","3","2","2","2","100000","110000000000000","4955603|12642042|15334654|","40","120","","","13169405|16777215|","10","20","10742524|16777215|","3","","4955603|","3","4","7","9","001000000100000000","Smalt ellipsoida","33323223","000000139521","Mild","Mild","","AAAAAAAMNDZUVTA"
"020AAAIFQRBTHRJUKY","Cortinarius uraceus","Svartnande spindelskivling","UNCP","","","False","0","VNSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUVWA"
"020AAAIFQRBTIGRAEW","Cortinarius vacciniophilus","","UNCP","","","False","0","","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUVYL"
"020AAAIFQRBTIGSSKC","Cortinarius valgus","Glatt rättikspindelskivling","UNCP","","","False","0","GISPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUVZB"
"020AAAIFQRBTIWODGZ","Cortinarius variiformis","Lövklubbspindelskivling","UNCP","","","False","0","LSSPS","Spindelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMNDZUWCB"
